Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,V
L,C
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,Q
E,R
F,F
G,G
H,H
I,F
J,Z
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,Z
Z,D
A,A
B,B
C,L
D,D
E,B
F,F
G,X
H,H
I,S
J,I
K,R
L,L
M,M
N,N
O,D
P,P
Q,Q
R,R
S,S
T,T
U,U
V,U
W,W
X,M
Y,Y
Z,Z
A,A
B,S
C,O
D,F
E,E
F,F
G,G
H,H
I,T
J,I
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,W
H,M
I,S
J,A
K,R
L,L
M,P
N,G
O,D
P,F
Q,Q
R,R
S,S
T,T
U,W
V,V
W,R
X,X
Y,T
Z,Z
