Rotulo_Real,Classe_Predita
A,A
B,B
C,D
D,O
E,E
F,F
G,G
H,H
I,T
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,Z
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,R
E,R
F,F
G,R
H,M
I,J
J,Z
K,K
L,L
M,M
N,N
O,R
P,P
Q,Q
R,R
S,F
T,T
U,V
V,V
W,R
X,K
Y,E
Z,Z
A,N
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,T
U,U
V,V
W,S
X,K
Y,Y
Z,Z
A,A
B,S
C,C
D,B
E,E
F,F
G,S
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,R
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,F
G,H
H,R
I,I
J,J
K,R
L,Z
M,M
N,N
O,D
P,R
Q,Q
R,R
S,S
T,T
U,L
V,L
W,M
X,A
Y,T
Z,Z
