Rotulo_Real,Classe_Predita
A,C
A,H
A,H
A,W
A,Q
B,B
B,R
B,O
B,S
B,R
C,K
C,K
C,W
C,K
C,L
D,S
D,U
D,D
D,D
D,K
E,Z
E,E
E,P
E,R
E,P
F,T
F,R
F,P
F,C
F,F
G,N
G,A
G,A
G,W
G,W
H,N
H,W
H,M
H,H
H,Q
I,T
I,J
I,B
I,T
I,E
J,Z
J,J
J,Z
J,X
J,J
K,K
K,R
K,K
K,A
K,H
L,J
L,I
L,I
L,I
L,I
M,B
M,W
M,W
M,A
M,M
N,H
N,H
N,H
N,H
N,M
O,O
O,R
O,G
O,G
O,C
P,F
P,A
P,R
P,R
P,P
Q,Q
Q,G
Q,Q
Q,W
Q,R
R,R
R,R
R,G
R,R
R,C
S,S
S,S
S,G
S,X
S,S
T,G
T,K
T,G
T,W
T,E
U,L
U,O
U,Q
U,I
U,W
V,V
V,R
V,V
V,B
V,V
W,J
W,I
W,K
W,X
W,J
X,N
X,A
X,X
X,A
X,A
Y,K
Y,V
Y,M
Y,R
Y,U
Z,Z
Z,Z
Z,Z
Z,X
Z,Z
