Rotulo_Real,Classe_Predita
A,A
B,B
C,U
D,B
E,E
F,F
G,G
H,H
I,T
J,J
K,Y
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,J
A,R
B,R
C,Q
D,R
E,T
F,G
G,S
H,M
I,J
J,J
K,S
L,S
M,M
N,N
O,R
P,R
Q,O
R,R
S,S
T,T
U,P
V,F
W,W
X,C
Y,Y
Z,Q
A,A
B,R
C,C
D,B
E,E
F,F
G,C
H,H
I,I
J,J
K,L
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,D
V,H
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,J
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,G
T,T
U,U
V,V
W,H
X,X
Y,Y
Z,Z
A,N
B,B
C,Z
D,D
E,E
F,G
G,G
H,N
I,I
J,J
K,L
L,L
M,M
N,N
O,R
P,P
Q,O
R,G
S,S
T,T
U,D
V,V
W,W
X,S
Y,Y
Z,B
