Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,P
G,G
H,H
I,J
J,J
K,L
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,L
T,T
U,U
V,V
W,W
X,X
Y,V
Z,Z
A,R
B,R
C,C
D,R
E,R
F,R
G,R
H,N
I,J
J,J
K,X
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,J
T,Z
U,D
V,R
W,W
X,K
Y,T
Z,J
A,A
B,B
C,C
D,D
E,E
F,K
G,E
H,M
I,J
J,J
K,R
L,L
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,I
U,U
V,P
W,W
X,X
Y,V
Z,Z
A,A
B,A
C,C
D,B
E,E
F,C
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,R
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,X
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,R
G,W
H,Q
I,I
J,J
K,R
L,L
M,A
N,Q
O,G
P,R
Q,Q
R,R
S,S
T,T
U,U
V,V
W,M
X,A
Y,V
Z,Z
