Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,A
A,G
B,B
B,B
B,B
B,W
B,B
C,K
C,Z
C,M
C,K
C,L
D,D
D,P
D,D
D,D
D,L
E,F
E,F
E,F
E,M
E,Z
F,R
F,F
F,F
F,A
F,F
G,W
G,A
G,A
G,W
G,G
H,G
H,W
H,M
H,H
H,W
I,Z
I,T
I,Z
I,T
I,F
J,J
J,J
J,Z
J,G
J,Z
K,V
K,R
K,M
K,M
K,H
L,X
L,L
L,W
L,I
L,C
M,B
M,M
M,B
M,M
M,A
N,K
N,W
N,M
N,O
N,N
O,W
O,W
O,G
O,W
O,W
P,F
P,E
P,P
P,R
P,P
Q,Q
Q,G
Q,Q
Q,W
Q,Q
R,X
R,A
R,E
R,R
R,A
S,S
S,H
S,B
S,F
S,S
T,G
T,Y
T,S
T,F
T,F
U,L
U,M
U,V
U,M
U,Q
V,D
V,D
V,D
V,H
V,L
W,P
W,M
W,H
W,M
W,X
X,X
X,A
X,A
X,A
X,H
Y,C
Y,P
Y,Y
Y,P
Y,P
Z,Z
Z,Z
Z,B
Z,M
Z,P
