Rotulo_Real,Classe_Predita
A,A
B,J
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,C
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,Q
D,Q
E,Z
F,F
G,Q
H,H
I,F
J,Z
K,R
L,K
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,Q
V,Q
W,W
X,K
Y,T
Z,R
A,A
B,B
C,L
D,D
E,L
F,E
G,L
H,K
I,I
J,I
K,R
L,L
M,M
N,N
O,U
P,P
Q,Q
R,B
S,S
T,I
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,U
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,R
L,L
M,M
N,B
O,U
P,P
Q,R
R,R
S,S
T,I
U,U
V,Y
W,A
X,X
Y,Y
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,P
G,A
H,A
I,I
J,J
K,R
L,I
M,R
N,N
O,D
P,P
Q,Q
R,A
S,S
T,I
U,W
V,U
W,M
X,A
Y,C
Z,J
