Rotulo_Real,Classe_Predita
A,A
B,B
C,D
D,D
E,F
F,F
G,G
H,H
I,I
J,I
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,P
B,R
C,C
D,D
E,R
F,F
G,Q
H,M
I,W
J,J
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,K
Y,Z
Z,Z
A,G
B,B
C,L
D,D
E,E
F,F
G,L
H,H
I,I
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,P
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,J
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,W
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,A
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,A
H,N
I,I
J,J
K,K
L,L
M,P
N,Q
O,G
P,P
Q,Q
R,R
S,S
T,T
U,L
V,V
W,Q
X,A
Y,Y
Z,Z
