Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,B
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,R
C,Q
D,G
E,E
F,F
G,G
H,N
I,T
J,J
K,K
L,G
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,N
T,T
U,M
V,V
W,W
X,K
Y,Z
Z,T
A,A
B,B
C,C
D,D
E,L
F,F
G,G
H,H
I,J
J,F
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,Y
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,K
O,Q
P,M
Q,Q
R,R
S,S
T,T
U,U
V,V
W,H
X,X
Y,Y
Z,Z
A,N
B,B
C,Z
D,O
E,E
F,F
G,G
H,A
I,T
J,J
K,R
L,S
M,J
N,N
O,D
P,R
Q,Q
R,R
S,S
T,T
U,U
V,L
W,M
X,R
Y,V
Z,Z
