Rotulo_Real,Classe_Predita
A,A
B,J
C,O
D,D
E,F
F,F
G,G
H,H
I,T
J,J
K,T
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,Q
C,C
D,Q
E,S
F,F
G,C
H,M
I,J
J,J
K,K
L,L
M,M
N,Y
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,Y
Y,Z
Z,E
A,A
B,B
C,L
D,D
E,L
F,R
G,G
H,K
I,I
J,J
K,A
L,E
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,V
W,W
X,R
Y,Y
Z,Z
A,A
B,B
C,C
D,C
E,E
F,V
G,G
H,H
I,I
J,J
K,K
L,L
M,B
N,H
O,G
P,P
Q,Q
R,R
S,S
T,I
U,U
V,V
W,W
X,X
Y,T
Z,Z
A,W
B,S
C,Z
D,D
E,E
F,F
G,G
H,L
I,Y
J,J
K,K
L,I
M,Q
N,N
O,G
P,R
Q,Q
R,R
S,S
T,T
U,Q
V,M
W,G
X,X
Y,Y
Z,Z
