Rotulo_Real,Classe_Predita
A,Z
A,Q
A,H
A,K
A,G
B,N
B,J
B,J
B,Z
B,D
C,K
C,C
C,U
C,Z
C,U
D,B
D,Z
D,O
D,Z
D,N
E,P
E,E
E,E
E,P
E,P
F,V
F,F
F,P
F,V
F,F
G,A
G,A
G,W
G,Z
G,G
H,N
H,W
H,M
H,M
H,D
I,T
I,T
I,U
I,I
I,Y
J,J
J,J
J,Z
J,J
J,T
K,J
K,X
K,K
K,L
K,X
L,S
L,W
L,W
L,L
L,I
M,M
M,M
M,M
M,M
M,M
N,Q
N,Q
N,M
N,M
N,M
O,G
O,W
O,B
O,G
O,F
P,P
P,R
P,P
P,A
P,P
Q,V
Q,Q
Q,Q
Q,N
Q,Q
R,K
R,R
R,K
R,P
R,A
S,S
S,H
S,S
S,S
S,E
T,W
T,P
T,S
T,T
T,F
U,U
U,O
U,K
U,O
U,Q
V,V
V,N
V,P
V,P
V,H
W,M
W,Q
W,M
W,M
W,Q
X,J
X,P
X,X
X,J
X,H
Y,Z
Y,Y
Y,Y
Y,T
Y,P
Z,Z
Z,E
Z,Z
Z,B
Z,Z
