Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,F
F,F
G,G
H,H
I,J
J,J
K,V
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,Y
Y,Y
Z,Z
A,R
B,B
C,C
D,O
E,R
F,F
G,R
H,M
I,J
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,K
Y,Z
Z,Z
A,K
B,B
C,C
D,D
E,E
F,F
G,C
H,H
I,J
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,M
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,F
U,U
V,Y
W,W
X,K
Y,Y
Z,Z
A,H
B,S
C,Z
D,D
E,E
F,F
G,W
H,H
I,T
J,J
K,F
L,S
M,M
N,W
O,D
P,R
Q,Q
R,R
S,S
T,T
U,W
V,V
W,Z
X,R
Y,P
Z,Z
