Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,X
A,N
B,W
B,K
B,W
B,W
B,R
C,Z
C,Z
C,P
C,Z
C,Z
D,J
D,T
D,R
D,I
D,L
E,A
E,W
E,E
E,E
E,Z
F,W
F,F
F,P
F,F
F,F
G,G
G,G
G,T
G,G
G,G
H,G
H,M
H,Q
H,N
H,A
I,T
I,J
I,M
I,G
I,T
J,J
J,G
J,L
J,Z
J,J
K,X
K,M
K,M
K,M
K,M
L,E
L,B
L,L
L,L
L,I
M,W
M,M
M,A
M,W
M,N
N,N
N,M
N,M
N,N
N,W
O,B
O,K
O,G
O,A
O,M
P,P
P,N
P,P
P,A
P,F
Q,Q
Q,V
Q,Q
Q,N
Q,Q
R,R
R,R
R,F
R,R
R,P
S,G
S,H
S,C
S,E
S,R
T,T
T,P
T,T
T,T
T,R
U,M
U,I
U,M
U,Q
U,Q
V,L
V,J
V,V
V,P
V,V
W,M
W,M
W,M
W,M
W,G
X,N
X,R
X,N
X,R
X,Z
Y,T
Y,M
Y,M
Y,P
Y,P
Z,C
Z,C
Z,Z
Z,W
Z,Z
