Rotulo_Real,Classe_Predita
A,A
A,Q
A,H
A,G
A,K
B,B
B,R
B,A
B,W
B,R
C,Z
C,L
C,W
C,Z
C,E
D,D
D,J
D,D
D,J
D,H
E,A
E,E
E,R
E,B
E,E
F,R
F,F
F,C
F,X
F,Z
G,W
G,J
G,J
G,W
G,F
H,H
H,W
H,M
H,H
H,B
I,T
I,Z
I,Y
I,G
I,E
J,Z
J,W
J,Z
J,Z
J,J
K,K
K,R
K,A
K,R
K,L
L,S
L,Z
L,I
L,S
L,J
M,I
M,M
M,B
M,Z
M,P
N,U
N,Q
N,Q
N,W
N,N
O,O
O,Z
O,B
O,H
O,A
P,R
P,P
P,P
P,A
P,P
Q,Q
Q,G
Q,Q
Q,Q
Q,Q
R,K
R,A
R,K
R,A
R,A
S,E
S,L
S,B
S,S
S,S
T,S
T,T
T,S
T,J
T,C
U,M
U,Q
U,M
U,M
U,J
V,E
V,D
V,P
V,V
V,L
W,O
W,Q
W,H
W,Z
W,W
X,K
X,S
X,X
X,A
X,K
Y,V
Y,T
Y,Y
Y,T
Y,P
Z,Z
Z,Z
Z,Z
Z,O
Z,Z
