Rotulo_Real,Classe_Predita
A,A
B,D
C,C
D,S
E,E
F,P
G,G
H,H
I,J
J,J
K,E
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,I
A,A
B,F
C,V
D,D
E,F
F,F
G,S
H,M
I,T
J,J
K,K
L,K
M,W
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,P
V,V
W,W
X,F
Y,E
Z,X
A,X
B,B
C,L
D,D
E,E
F,S
G,G
H,H
I,J
J,J
K,K
L,I
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,D
C,C
D,D
E,E
F,Y
G,B
H,H
I,I
J,J
K,S
L,L
M,P
N,R
O,G
P,Y
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,A
X,X
Y,Y
Z,Z
A,H
B,S
C,Z
D,D
E,E
F,F
G,G
H,A
I,T
J,J
K,R
L,L
M,A
N,W
O,G
P,D
Q,Q
R,R
S,S
T,F
U,Q
V,V
W,A
X,X
Y,Y
Z,Z
