Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,Q
C,Q
D,D
E,E
F,F
G,Q
H,N
I,J
J,J
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,Q
T,T
U,V
V,V
W,W
X,K
Y,Z
Z,Z
A,A
B,B
C,C
D,D
E,L
F,F
G,G
H,M
I,T
J,J
K,K
L,L
M,M
N,N
O,D
P,P
Q,Q
R,B
S,S
T,T
U,U
V,Y
W,W
X,K
Y,Y
Z,J
A,A
B,I
C,C
D,V
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,S
O,H
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,A
H,A
I,I
J,J
K,R
L,L
M,M
N,N
O,A
P,P
Q,Q
R,R
S,S
T,T
U,W
V,L
W,K
X,R
Y,P
Z,Z
