Rotulo_Real,Classe_Predita
A,W
A,M
A,M
A,A
A,N
B,B
B,X
B,O
B,S
B,G
C,E
C,K
C,J
C,Z
C,Y
D,O
D,P
D,P
D,P
D,D
E,J
E,F
E,E
E,P
E,R
F,X
F,F
F,A
F,X
F,Y
G,G
G,J
G,W
G,G
G,W
H,W
H,W
H,Q
H,H
H,W
I,T
I,T
I,V
I,C
I,Y
J,I
J,J
J,Z
J,A
J,T
K,W
K,R
K,X
K,R
K,H
L,J
L,F
L,L
L,J
L,C
M,W
M,M
M,W
M,W
M,W
N,K
N,U
N,M
N,H
N,M
O,S
O,W
O,Q
O,G
O,W
P,X
P,X
P,P
P,R
P,X
Q,Q
Q,S
Q,N
Q,K
Q,Q
R,R
R,C
R,X
R,R
R,R
S,S
S,K
S,G
S,S
S,G
T,K
T,P
T,F
T,J
T,J
U,W
U,Q
U,M
U,Q
U,Q
V,V
V,D
V,H
V,V
V,M
W,R
W,X
W,W
W,G
W,W
X,N
X,M
X,N
X,A
X,A
Y,V
Y,Y
Y,V
Y,P
Y,P
Z,Z
Z,X
Z,X
Z,R
Z,R
