Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,W
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,W
B,A
C,C
D,P
E,C
F,F
G,G
H,D
I,J
J,J
K,K
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,K
S,S
T,T
U,U
V,V
W,W
X,K
Y,P
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,L
H,H
I,J
J,T
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,M
S,S
T,T
U,U
V,V
W,W
X,K
Y,Y
Z,Z
A,W
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,X
N,F
O,G
P,P
Q,Q
R,P
S,S
T,T
U,U
V,F
W,W
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,W
H,A
I,J
J,J
K,M
L,L
M,P
N,N
O,D
P,P
Q,Q
R,H
S,S
T,I
U,D
V,D
W,M
X,A
Y,P
Z,Z
