Rotulo_Real,Classe_Predita
A,A
B,B
C,L
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,Y
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,Q
D,Q
E,R
F,F
G,G
H,M
I,J
J,J
K,R
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,R
V,V
W,W
X,K
Y,P
Z,K
A,A
B,B
C,L
D,D
E,E
F,F
G,N
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,U
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,K
Y,T
Z,Z
A,A
B,B
C,G
D,D
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,F
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,H
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,O
E,Z
F,F
G,A
H,A
I,I
J,J
K,A
L,L
M,S
N,N
O,G
P,F
Q,R
R,R
S,S
T,T
U,L
V,U
W,D
X,X
Y,V
Z,Z
