Rotulo_Real,Classe_Predita
A,A
A,K
A,H
A,A
A,A
B,R
B,P
B,W
B,B
B,D
C,K
C,W
C,N
C,X
C,K
D,O
D,R
D,D
D,G
D,U
E,R
E,E
E,Z
E,R
E,F
F,W
F,P
F,W
F,F
F,F
G,N
G,J
G,O
G,F
G,G
H,L
H,A
H,N
H,M
H,H
I,T
I,I
I,Q
I,Q
I,F
J,J
J,J
J,Z
J,J
J,J
K,K
K,A
K,K
K,K
K,H
L,S
L,B
L,L
L,E
L,Z
M,B
M,K
M,B
M,M
M,M
N,U
N,H
N,K
N,M
N,O
O,U
O,A
O,S
O,A
O,P
P,P
P,P
P,P
P,P
P,P
Q,V
Q,G
Q,V
Q,V
Q,Q
R,R
R,F
R,K
R,D
R,F
S,S
S,R
S,S
S,S
S,E
T,F
T,F
T,S
T,W
T,K
U,W
U,P
U,Q
U,W
U,Q
V,B
V,P
V,M
V,H
V,V
W,R
W,Q
W,K
W,B
W,O
X,W
X,W
X,X
X,X
X,W
Y,F
Y,T
Y,F
Y,T
Y,B
Z,Z
Z,Z
Z,Z
Z,B
Z,Z
