Rotulo_Real,Classe_Predita
A,A
B,J
C,D
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,M
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,U
W,W
X,X
Y,Y
Z,Z
A,W
B,I
C,C
D,O
E,K
F,E
G,G
H,M
I,L
J,J
K,X
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,M
V,Y
W,W
X,R
Y,T
Z,Z
A,W
B,B
C,L
D,D
E,E
F,J
G,G
H,M
I,J
J,J
K,K
L,L
M,M
N,N
O,B
P,P
Q,Q
R,R
S,S
T,T
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,W
B,G
C,C
D,D
E,E
F,F
G,G
H,H
I,L
J,J
K,K
L,L
M,M
N,Y
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,R
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,Q
I,T
J,J
K,R
L,K
M,W
N,Q
O,D
P,P
Q,Q
R,R
S,S
T,T
U,L
V,H
W,Z
X,X
Y,P
Z,Z
