Rotulo_Real,Classe_Predita
A,W
A,W
A,D
A,A
A,Q
B,B
B,E
B,W
B,G
B,D
C,X
C,T
C,Y
C,I
C,Z
D,I
D,T
D,D
D,D
D,G
E,F
E,D
E,J
E,R
E,Z
F,F
F,D
F,R
F,F
F,F
G,W
G,J
G,G
G,G
G,W
H,N
H,N
H,N
H,N
H,D
I,T
I,T
I,Y
I,G
I,F
J,J
J,J
J,F
J,A
J,J
K,F
K,T
K,M
K,R
K,F
L,Y
L,X
L,I
L,L
L,Y
M,W
M,M
M,W
M,M
M,W
N,Q
N,G
N,Q
N,M
N,N
O,G
O,W
O,W
O,D
O,D
P,P
P,E
P,P
P,A
P,R
Q,T
Q,G
Q,Q
Q,Q
Q,Q
R,R
R,R
R,F
R,R
R,R
S,S
S,W
S,R
S,B
S,S
T,F
T,F
T,T
T,F
T,K
U,M
U,O
U,D
U,Q
U,D
V,E
V,O
V,D
V,D
V,M
W,W
W,M
W,K
W,M
W,X
X,N
X,R
X,N
X,W
X,P
Y,T
Y,Y
Y,Y
Y,P
Y,Y
Z,P
Z,Q
Z,P
Z,D
Z,D
