Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,R
G,G
H,N
I,J
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,K
C,C
D,P
E,R
F,E
G,G
H,M
I,I
J,J
K,K
L,I
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,Z
U,V
V,V
W,W
X,K
Y,Y
Z,X
A,A
B,B
C,C
D,D
E,E
F,S
G,G
H,K
I,I
J,I
K,K
L,L
M,M
N,N
O,D
P,P
Q,Q
R,B
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,V
G,G
H,U
I,I
J,J
K,K
L,L
M,M
N,M
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,N
B,B
C,Z
D,D
E,L
F,R
G,G
H,A
I,I
J,J
K,R
L,T
M,M
N,M
O,D
P,X
Q,Q
R,R
S,S
T,T
U,W
V,V
W,K
X,R
Y,T
Z,Z
