Rotulo_Real,Classe_Predita
A,A
B,B
C,Z
D,D
E,E
F,P
G,G
H,H
I,Y
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,D
E,E
F,C
G,G
H,H
I,J
J,J
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,C
Y,Y
Z,Z
A,W
B,B
C,L
D,D
E,E
F,R
G,L
H,H
I,T
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,A
S,S
T,T
U,D
V,V
W,W
X,Z
Y,Y
Z,J
A,A
B,B
C,C
D,B
E,E
F,Y
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,K
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,O
E,E
F,P
G,G
H,H
I,Y
J,J
K,K
L,S
M,J
N,M
O,D
P,P
Q,Q
R,R
S,S
T,T
U,L
V,U
W,M
X,A
Y,Y
Z,Z
