Rotulo_Real,Classe_Predita
A,A
A,H
A,H
A,A
A,N
B,R
B,B
B,M
B,B
B,D
C,K
C,Z
C,M
C,Z
C,Z
D,O
D,Z
D,D
D,Z
D,H
E,A
E,R
E,E
E,R
E,Z
F,R
F,F
F,A
F,F
F,E
G,W
G,A
G,W
G,W
G,K
H,W
H,D
H,M
H,H
H,W
I,T
I,O
I,M
I,I
I,E
J,J
J,J
J,A
J,A
J,J
K,K
K,Z
K,E
K,H
K,E
L,Y
L,S
L,S
L,E
L,W
M,E
M,M
M,M
M,M
M,M
N,R
N,G
N,K
N,M
N,N
O,C
O,K
O,B
O,D
O,F
P,K
P,R
P,P
P,R
P,P
Q,Q
Q,G
Q,K
Q,T
Q,Q
R,R
R,R
R,H
R,V
R,A
S,E
S,A
S,M
S,M
S,G
T,R
T,P
T,S
T,O
T,R
U,B
U,F
U,M
U,B
U,Q
V,L
V,W
V,H
V,U
V,H
W,M
W,M
W,M
W,M
W,W
X,K
X,M
X,N
X,A
X,J
Y,T
Y,P
Y,N
Y,P
Y,I
Z,Z
Z,Z
Z,Z
Z,E
Z,Z
