Rotulo_Real,Classe_Predita
A,W
A,H
A,H
A,P
A,G
B,S
B,B
B,O
B,S
B,B
C,C
C,M
C,W
C,X
C,Z
D,B
D,D
D,D
D,D
D,W
E,S
E,S
E,B
E,W
E,Z
F,A
F,F
F,B
F,W
F,S
G,A
G,A
G,A
G,N
G,G
H,W
H,W
H,M
H,N
H,W
I,T
I,J
I,Y
I,S
I,Y
J,J
J,J
J,J
J,J
J,J
K,X
K,W
K,W
K,W
K,R
L,S
L,S
L,I
L,I
L,Z
M,B
M,G
M,W
M,W
M,N
N,K
N,F
N,N
N,O
N,N
O,G
O,B
O,D
O,W
O,N
P,X
P,R
P,P
P,W
P,P
Q,Q
Q,G
Q,P
Q,Q
Q,Q
R,R
R,R
R,R
R,R
R,W
S,S
S,W
S,G
S,S
S,S
T,C
T,F
T,F
T,O
T,E
U,W
U,W
U,D
U,D
U,Q
V,Y
V,F
V,V
V,V
V,M
W,D
W,L
W,E
W,D
W,H
X,J
X,W
X,N
X,A
X,X
Y,L
Y,P
Y,U
Y,M
Y,P
Z,Z
Z,E
Z,Z
Z,W
Z,O
