Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,O
A,G
B,B
B,S
B,N
B,B
B,R
C,Z
C,Z
C,W
C,Z
C,V
D,O
D,D
D,D
D,D
D,H
E,Z
E,F
E,D
E,R
E,Z
F,V
F,R
F,A
F,C
F,S
G,W
G,A
G,A
G,W
G,W
H,A
H,H
H,Q
H,M
H,W
I,T
I,T
I,M
I,J
I,Y
J,J
J,S
J,J
J,J
J,J
K,H
K,P
K,Y
K,K
K,M
L,J
L,B
L,I
L,I
L,J
M,B
M,Q
M,Q
M,A
M,M
N,C
N,W
N,X
N,W
N,H
O,S
O,W
O,G
O,U
O,H
P,P
P,E
P,P
P,R
P,P
Q,Q
Q,G
Q,Q
Q,Q
Q,Q
R,R
R,R
R,F
R,R
R,F
S,S
S,K
S,G
S,S
S,G
T,R
T,F
T,S
T,T
T,R
U,J
U,Z
U,M
U,I
U,Q
V,V
V,M
V,V
V,M
V,V
W,M
W,Q
W,K
W,M
W,W
X,X
X,A
X,X
X,A
X,F
Y,L
Y,M
Y,P
Y,M
Y,P
Z,Z
Z,G
Z,Z
Z,M
Z,Z
