Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,A
A,G
B,J
B,W
B,B
B,B
B,B
C,K
C,O
C,M
C,X
C,Z
D,O
D,Q
D,W
D,Z
D,L
E,Z
E,E
E,Z
E,W
E,Z
F,A
F,F
F,R
F,E
F,E
G,K
G,J
G,A
G,G
G,G
H,L
H,W
H,M
H,H
H,W
I,Z
I,Z
I,Y
I,G
I,E
J,J
J,J
J,A
J,J
J,J
K,P
K,W
K,M
K,H
K,W
L,X
L,S
L,S
L,L
L,I
M,B
M,R
M,W
M,R
M,R
N,G
N,M
N,M
N,M
N,N
O,Z
O,W
O,Z
O,S
O,W
P,R
P,R
P,R
P,R
P,R
Q,Q
Q,Q
Q,Q
Q,N
Q,Q
R,R
R,R
R,E
R,R
R,R
S,S
S,K
S,G
S,E
S,S
T,R
T,P
T,S
T,T
T,S
U,W
U,O
U,Q
U,Z
U,Q
V,L
V,D
V,H
V,H
V,V
W,J
W,Q
W,R
W,J
W,Z
X,N
X,R
X,R
X,A
X,J
Y,T
Y,Y
Y,E
Y,Z
Y,P
Z,Z
Z,E
Z,Z
Z,M
Z,B
