Rotulo_Real,Classe_Predita
A,N
A,H
A,H
A,W
A,G
B,S
B,D
B,O
B,S
B,P
C,X
C,W
C,W
C,X
C,Q
D,O
D,P
D,D
D,O
D,L
E,Z
E,Z
E,E
E,E
E,C
F,R
F,T
F,R
F,C
F,F
G,G
G,X
G,H
G,W
G,G
H,G
H,A
H,M
H,M
H,G
I,T
I,Z
I,O
I,U
I,X
J,Z
J,J
J,Z
J,A
J,J
K,X
K,R
K,M
K,R
K,M
L,J
L,X
L,W
L,S
L,S
M,P
M,W
M,O
M,W
M,A
N,Q
N,M
N,Q
N,W
N,N
O,J
O,D
O,G
O,G
O,R
P,P
P,R
P,D
P,R
P,R
Q,V
Q,G
Q,Q
Q,K
Q,Q
R,R
R,R
R,L
R,R
R,A
S,S
S,G
S,S
S,S
S,S
T,F
T,P
T,T
T,T
T,E
U,J
U,O
U,M
U,Q
U,Q
V,H
V,T
V,V
V,D
V,M
W,L
W,L
W,E
W,L
W,K
X,K
X,A
X,A
X,A
X,H
Y,U
Y,M
Y,M
Y,Y
Y,M
Z,D
Z,D
Z,J
Z,A
Z,L
