Rotulo_Real,Classe_Predita
A,W
A,K
A,H
A,N
A,N
B,X
B,S
B,O
B,B
B,R
C,X
C,J
C,A
C,Z
C,Y
D,O
D,T
D,O
D,O
D,O
E,R
E,Z
E,E
E,T
E,Z
F,R
F,F
F,R
F,C
F,F
G,N
G,A
G,A
G,W
G,G
H,N
H,X
H,X
H,N
H,X
I,T
I,P
I,R
I,S
I,Y
J,J
J,J
J,X
J,Z
J,J
K,X
K,V
K,V
K,R
K,V
L,O
L,Y
L,H
L,E
L,L
M,Q
M,M
M,W
M,M
M,J
N,N
N,M
N,W
N,M
N,N
O,W
O,W
O,B
O,D
O,O
P,P
P,C
P,J
P,F
P,T
Q,Q
Q,Q
Q,M
Q,Q
Q,Q
R,K
R,T
R,R
R,T
R,F
S,S
S,N
S,S
S,E
S,S
T,G
T,F
T,C
T,C
T,F
U,U
U,O
U,M
U,M
U,M
V,L
V,D
V,V
V,P
V,L
W,M
W,M
W,M
W,M
W,W
X,X
X,X
X,K
X,Z
X,X
Y,V
Y,M
Y,V
Y,V
Y,Y
Z,Z
Z,C
Z,X
Z,M
Z,M
