Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,P
J,J
K,C
L,L
M,M
N,N
O,C
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,Q
D,D
E,R
F,F
G,Q
H,H
I,J
J,J
K,F
L,L
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,N
T,T
U,V
V,P
W,W
X,F
Y,T
Z,Z
A,A
B,B
C,L
D,D
E,E
F,F
G,G
H,H
I,I
J,I
K,B
L,L
M,M
N,K
O,D
P,P
Q,Q
R,R
S,S
T,J
U,U
V,P
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,X
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,H
B,B
C,Z
D,D
E,E
F,F
G,W
H,D
I,I
J,J
K,R
L,L
M,M
N,K
O,D
P,R
Q,Q
R,R
S,S
T,T
U,L
V,V
W,M
X,J
Y,P
Z,Z
