Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,O
E,E
F,F
G,G
H,H
I,I
J,V
K,T
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,O
D,R
E,E
F,F
G,R
H,M
I,I
J,Z
K,K
L,A
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,V
V,V
W,W
X,X
Y,T
Z,Z
A,A
B,B
C,L
D,B
E,F
F,F
G,E
H,M
I,I
J,I
K,K
L,E
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,D
V,Y
W,W
X,X
Y,Y
Z,Z
A,A
B,B
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,M
K,K
L,L
M,M
N,B
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,X
Z,Z
A,A
B,B
C,L
D,W
E,E
F,F
G,W
H,A
I,I
J,V
K,K
L,L
M,M
N,K
O,D
P,P
Q,Q
R,R
S,S
T,T
U,W
V,U
W,M
X,A
Y,Y
Z,Z
