Rotulo_Real,Classe_Predita
A,A
B,B
C,E
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,Q
E,R
F,F
G,G
H,M
I,Z
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,R
Y,Y
Z,Z
A,A
B,B
C,C
D,D
E,L
F,F
G,C
H,M
I,I
J,J
K,R
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,O
C,C
D,D
E,E
F,T
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,A
O,G
P,P
Q,G
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,I
A,W
B,B
C,W
D,I
E,E
F,F
G,G
H,W
I,I
J,J
K,A
L,I
M,P
N,N
O,A
P,P
Q,Q
R,R
S,S
T,F
U,U
V,F
W,L
X,X
Y,Y
Z,Z
