Rotulo_Real,Classe_Predita
A,A
B,E
C,Z
D,O
E,E
F,F
G,G
H,H
I,I
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,Q
R,E
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,B
B,B
C,O
D,M
E,B
F,F
G,E
H,H
I,F
J,J
K,K
L,B
M,P
N,N
O,M
P,P
Q,Q
R,B
S,S
T,T
U,P
V,V
W,W
X,X
Y,E
Z,X
A,A
B,B
C,L
D,D
E,E
F,F
G,E
H,H
I,I
J,J
K,E
L,E
M,M
N,N
O,Q
P,P
Q,Q
R,B
S,S
T,I
U,U
V,V
W,W
X,B
Y,Y
Z,J
A,A
B,B
C,C
D,P
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,F
O,D
P,P
Q,Q
R,J
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,N
B,B
C,Z
D,O
E,E
F,F
G,A
H,H
I,I
J,J
K,X
L,I
M,Q
N,N
O,G
P,P
Q,Q
R,H
S,S
T,T
U,U
V,M
W,W
X,A
Y,T
Z,B
