Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,K
L,I
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,V
Z,Z
A,A
B,R
C,C
D,P
E,R
F,F
G,R
H,M
I,J
J,J
K,K
L,I
M,M
N,M
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,R
Y,T
Z,Z
A,A
B,B
C,K
D,D
E,E
F,F
G,G
H,K
I,I
J,J
K,K
L,Z
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,K
Y,K
Z,Z
A,A
B,B
C,C
D,P
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,S
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,X
Z,Z
A,A
B,B
C,Z
D,D
E,E
F,F
G,G
H,N
I,I
J,J
K,M
L,I
M,M
N,N
O,D
P,P
Q,Q
R,R
S,G
T,T
U,W
V,D
W,M
X,R
Y,F
Z,Z
