Rotulo_Real,Classe_Predita
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,J
J,J
K,C
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,Q
E,R
F,F
G,R
H,M
I,J
J,J
K,K
L,L
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,I
U,M
V,V
W,W
X,K
Y,K
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,E
H,H
I,J
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,R
Y,Y
Z,Z
A,A
B,B
C,C
D,R
E,E
F,F
G,G
H,H
I,T
J,J
K,K
L,L
M,M
N,S
O,R
P,P
Q,Q
R,R
S,S
T,I
U,U
V,Y
W,H
X,X
Y,Y
Z,Z
A,G
B,B
C,Z
D,O
E,E
F,F
G,B
H,W
I,I
J,J
K,H
L,W
M,W
N,N
O,B
P,A
Q,Q
R,R
S,S
T,T
U,L
V,V
W,M
X,J
Y,I
Z,Z
