Rotulo_Real,Classe_Predita
A,A
B,S
C,O
D,D
E,F
F,F
G,G
H,H
I,I
J,J
K,F
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,I
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
A,A
B,R
C,C
D,D
E,R
F,F
G,G
H,H
I,I
J,J
K,K
L,K
M,M
N,N
O,Q
P,R
Q,Q
R,R
S,N
T,T
U,V
V,V
W,W
X,K
Y,Z
Z,Z
A,A
B,B
C,C
D,D
E,E
F,F
G,E
H,H
I,I
J,I
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,B
S,S
T,I
U,U
V,M
W,W
X,K
Y,Y
Z,Z
A,A
B,B
C,C
D,F
E,E
F,Y
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,R
O,O
P,P
Q,Q
R,R
S,S
T,T
U,Q
V,Y
W,H
X,X
Y,Y
Z,Z
A,D
B,R
C,Z
D,D
E,E
F,F
G,G
H,A
I,I
J,J
K,K
L,W
M,O
N,N
O,G
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,X
X,A
Y,Y
Z,Z
