Rotulo_Real,Classe_Predita
A,A
A,H
A,H
A,W
A,W
B,B
B,R
B,C
B,B
B,B
C,X
C,Z
C,W
C,Z
C,L
D,Z
D,Y
D,J
D,O
D,O
E,K
E,K
E,Z
E,R
E,Z
F,K
F,X
F,K
F,P
F,F
G,N
G,W
G,W
G,W
G,B
H,N
H,W
H,M
H,N
H,D
I,T
I,Z
I,B
I,B
I,E
J,J
J,W
J,Z
J,W
J,I
K,X
K,K
K,K
K,X
K,X
L,J
L,Y
L,Y
L,B
L,J
M,B
M,S
M,B
M,A
M,Y
N,H
N,U
N,V
N,Q
N,N
O,G
O,B
O,D
O,N
O,R
P,X
P,B
P,B
P,K
P,R
Q,Q
Q,G
Q,P
Q,W
Q,Q
R,K
R,K
R,F
R,K
R,R
S,S
S,S
S,G
S,S
S,S
T,F
T,C
T,L
T,C
T,K
U,Q
U,D
U,W
U,Q
U,Q
V,D
V,N
V,D
V,K
V,S
W,J
W,C
W,F
W,J
W,R
X,N
X,A
X,Y
X,A
X,X
Y,C
Y,P
Y,Y
Y,X
Y,P
Z,Z
Z,Z
Z,Z
Z,M
Z,J
