Rotulo_Real,Classe_Predita
A,W
A,W
A,H
A,P
A,G
B,B
B,W
B,B
B,W
B,R
C,E
C,Z
C,J
C,Z
C,Z
D,D
D,D
D,D
D,S
D,A
E,R
E,D
E,E
E,R
E,E
F,R
F,F
F,X
F,A
F,F
G,W
G,W
G,W
G,W
G,G
H,G
H,A
H,N
H,A
H,D
I,C
I,T
I,M
I,G
I,T
J,J
J,J
J,P
J,A
J,J
K,K
K,K
K,H
K,K
K,K
L,I
L,F
L,G
L,A
L,G
M,A
M,R
M,B
M,D
M,W
N,A
N,K
N,L
N,M
N,M
O,O
O,Z
O,O
O,W
O,F
P,R
P,D
P,P
P,R
P,R
Q,Q
Q,R
Q,H
Q,O
Q,Q
R,R
R,R
R,R
R,R
R,A
S,S
S,K
S,G
S,S
S,S
T,R
T,P
T,S
T,C
T,R
U,W
U,O
U,D
U,I
U,D
V,D
V,D
V,R
V,B
V,U
W,W
W,G
W,W
W,Z
W,R
X,K
X,X
X,N
X,A
X,A
Y,U
Y,M
Y,M
Y,P
Y,B
Z,Z
Z,E
Z,X
Z,A
Z,S
