Rotulo_Real,Classe_Predita
A,R
A,Q
A,Q
A,N
A,Q
B,J
B,D
B,F
B,Z
B,D
C,Q
C,Z
C,G
C,Z
C,Z
D,D
D,L
D,O
D,A
D,C
E,E
E,D
E,E
E,I
E,Z
F,R
F,G
F,L
F,C
F,F
G,A
G,A
G,A
G,W
G,N
H,A
H,W
H,A
H,A
H,W
I,T
I,I
I,Y
I,I
I,E
J,J
J,S
J,E
J,Z
J,J
K,K
K,R
K,V
K,K
K,K
L,O
L,Y
L,Y
L,E
L,O
M,B
M,B
M,B
M,A
M,I
N,Q
N,H
N,X
N,M
N,N
O,O
O,W
O,H
O,G
O,F
P,P
P,Z
P,P
P,A
P,I
Q,U
Q,Q
Q,Q
Q,G
Q,Q
R,R
R,R
R,K
R,P
R,F
S,B
S,B
S,B
S,S
S,S
T,M
T,T
T,Y
T,C
T,Y
U,W
U,W
U,W
U,I
U,Q
V,D
V,B
V,P
V,M
V,F
W,Z
W,Q
W,E
W,O
W,Z
X,X
X,I
X,X
X,H
X,A
Y,U
Y,M
Y,M
Y,M
Y,O
Z,I
Z,I
Z,Z
Z,A
Z,Z
