Rotulo_Real,Classe_Predita
A,A
B,B
C,O
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,I
L,L
M,M
N,N
O,O
P,P
Q,O
R,R
S,S
T,T
U,U
V,Y
W,W
X,X
Y,Y
Z,Z
A,R
B,R
C,C
D,R
E,R
F,F
G,G
H,H
I,Y
J,J
K,K
L,I
M,M
N,N
O,Q
P,P
Q,Q
R,R
S,S
T,T
U,R
V,P
W,W
X,R
Y,Z
Z,Z
A,A
B,R
C,L
D,D
E,F
F,F
G,E
H,R
I,J
J,J
K,K
L,L
M,M
N,N
O,G
P,P
Q,Q
R,R
S,S
T,I
U,U
V,M
W,W
X,X
Y,Y
Z,Z
A,A
B,S
C,C
D,B
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,Q
N,R
O,D
P,P
Q,Q
R,R
S,S
T,I
U,U
V,Y
W,P
X,X
Y,Y
Z,Z
A,W
B,B
C,Z
D,D
E,E
F,F
G,G
H,A
I,I
J,J
K,K
L,J
M,M
N,Q
O,D
P,P
Q,Q
R,R
S,S
T,I
U,L
V,L
W,Q
X,X
Y,Y
Z,Z
